xRV Of Event (Count Ind),count,mean,25%,50%,75%,min,max
-0.3802,423.0,26.034313702505926,25.516730673225002,25.967651401460003,26.51888841052,24.51779990782,27.795043224839997
-0.375,1163.0,25.996054192649765,25.57663138818,25.9679916859,26.4051292311,24.49498960978,27.770824268699997
-0.12,426.0,26.091362272735097,25.5996658295625,26.019408423549997,26.505569587754998,24.5603476536,28.06028344506
-0.06,1863.0,26.05416609107007,25.584267001359997,26.02232549112,26.495191509054997,24.249133474,28.068620793
-0.03,1591.0,25.923165509392227,25.47766159881,25.86663429183,26.34167971254,24.412815685949997,28.005441915
0.055,3886.0,26.061144827892356,25.611245008679997,25.993893347925003,26.495873445872505,22.795753339170002,28.520873679199997
0.39687,317.0,26.023003081181862,25.570246368939998,25.9729251537,26.44727770404,24.490951839360005,27.93625697685
0.418,45.0,25.985870074546888,25.682139543340003,25.92111704996,26.281158504289998,24.649320758400002,27.227007806400003
0.5888,449.0,26.083962786679955,25.65383783436,26.06083650042,26.50744759329,24.30238360942,27.918704663910002
0.6,51.0,26.033478225507256,25.513600062324997,25.98213053238,26.514898551500004,24.9095277662,27.4272763044
0.891,103.0,26.12938600578417,25.61968653757,25.978548698760004,26.511382666990002,24.74948008704,27.84126928125
1.183,11.0,26.10813137419727,25.72403313926,26.137566987299998,26.332254965879997,25.27563356548,27.65278177332
1.459,70.0,25.938719139989434,25.551872269625,25.893630013215002,26.3188066256,24.60231464775,27.41754952282
