xRV Of Event (Count Ind),count,mean,25%,50%,75%,min,max
-0.3802,423.0,0.8547709125295507,0.3366975,0.6880470000000001,1.1977220000000002,3.999999999998449e-05,3.1600149999999996
-0.375,1163.0,0.8737241779879622,0.3358130000000001,0.7256390000000001,1.289142,0.0007580000000000364,3.720838
-0.12,426.0,0.903107117370892,0.36932549999999986,0.7849395,1.2710997499999999,0.005641000000000007,3.1852229999999997
-0.06,1863.0,0.8704085281803542,0.35165949999999996,0.7514319999999999,1.2589935,0.00032599999999982643,3.555101
-0.03,1591.0,0.8374383268384664,0.30635099999999993,0.6969220000000003,1.240565,0.0029650000000000093,3.4824289999999998
0.055,3886.0,0.9214891796191457,0.36371924999999994,0.7882454999999999,1.3405475,0.0,3.7807649999999997
0.39687,317.0,0.9216711735015772,0.40586099999999997,0.866647,1.2879460000000003,0.005493999999999999,3.847623
0.418,45.0,0.8340058666666668,0.33675399999999994,0.756669,1.1643620000000001,0.09809099999999993,2.805846
0.5888,449.0,0.9810382650334075,0.40263599999999977,0.8779409999999999,1.379876,0.001583000000000001,3.35132
0.6,51.0,1.0605832156862747,0.3784475,1.001226,1.5502405,0.015279000000000015,2.6090809999999998
0.891,103.0,0.9131887475728155,0.4798784999999999,0.8369129999999999,1.3168555,0.015419000000000016,3.030899
1.183,11.0,1.0926520000000002,0.367484,0.8195330000000001,1.4920624999999998,0.08598799999999995,2.922021
1.459,70.0,0.8202935142857144,0.40663899999999986,0.697646,1.1592600000000002,0.008898000000000017,2.916251
