xRV Of Event (Count Ind),count,mean,25%,50%,75%,min,max
-0.3802,423.0,1.4189960134370216,0.06390827226983442,1.3679616649856796,2.580490221770542,-4.4101695282222275,7.906866328537729
-0.375,1163.0,1.557278028739861,0.41104389772544064,1.5723580608564607,2.7639472513361643,-3.0372750479432047,7.138702030546574
-0.12,426.0,1.5990993549475931,-0.03622601397742056,1.6201251262615721,3.098527994453018,-3.8592742131746736,6.693702972563157
-0.06,1863.0,1.416932101322207,0.5277433651771629,1.4171061802369735,2.2523575440334844,-4.78391092580399,6.762669712810452
-0.03,1591.0,1.9241490240694161,0.5926368653192564,1.9463556789967595,3.185624475388186,-3.587258251295867,7.839994684699317
0.055,3886.0,1.449242681097067,-0.9826326338046849,1.2140988497578244,3.8377715731667643,-8.391853067925302,11.068929749301088
0.39687,317.0,1.5830177048108975,-0.85027363300435,1.4995344181670756,3.9413493483260926,-6.442274607556027,9.159034948564978
0.418,45.0,3.290981345089036,1.7684628559341113,4.1193302051706695,5.133026645594468,-4.63653025376917,8.182446227134934
0.5888,449.0,1.3928692353956962,0.27808444601828897,1.3817525499139534,2.583602083216208,-3.546023621753501,5.841909308390267
0.6,51.0,1.0827005788220032,0.15355314434378547,1.0725377182958447,1.706652314446767,-2.9243103848645213,6.06233538191396
0.891,103.0,1.5397911693179172,0.43758911117423716,1.4680578208847441,2.482414219024008,-2.1207006159984214,7.52116283508747
1.183,11.0,1.79995998730947,0.6424744219167713,2.0147799593512987,2.986234996380485,-2.0216002059294245,4.490663192505739
1.459,70.0,1.9107790799700308,0.8476619945523176,1.8858926330801458,2.913019420721029,-0.7656653750989578,4.951611081447407
