xRV Of Event (Count Ind),count,mean,25%,50%,75%,min,max
-0.3802,423.0,0.009385540297807516,-0.3456442554109075,-0.009373310567168799,0.3802253304679392,-0.9990968371269533,0.9999880962646621
-0.375,1163.0,0.1118971625377647,-0.2556649275188425,0.11671285885221137,0.5868768968970912,-0.9999998653603488,0.9999989834060615
-0.12,426.0,0.0019039862894341516,-0.41076731621521106,0.0469706745287769,0.41755829406302625,-0.9997707488035948,0.9999606922318895
-0.06,1863.0,0.11078710197690726,-0.28175742668381604,0.1095042230706464,0.5509565561989482,-0.9999907042004251,0.9999974122639935
-0.03,1591.0,0.0663978090346007,-0.3203106807520344,0.055198285306207566,0.4953016779265618,-0.9999997544504814,0.9999990340019143
0.055,3886.0,0.12157448930851807,-0.27067975112241177,0.13763210589187652,0.5961008253144965,-0.9999995017748512,0.999999936478422
0.39687,317.0,0.1533818990496729,-0.2808785448716201,0.15075737349147933,0.6899864464932649,-0.9997750395440725,0.999999200707854
0.418,45.0,0.07606221199223577,-0.34081791995962996,0.03505843378247433,0.4928067401214174,-0.9602880468159136,0.9594153511408426
0.5888,449.0,0.14082645296509042,-0.26765383604637705,0.17612551889009334,0.628313636599701,-0.9996815953451627,0.999999998175567
0.6,51.0,0.14867699623250616,-0.2392635621845733,0.07750525472918551,0.7157135898448745,-0.9980302885019241,0.9990657460707716
0.891,103.0,0.2893371831767306,-0.01848411329458962,0.34569460831530435,0.7773600464659467,-0.9704057273562213,0.9999873859630839
1.183,11.0,0.09588648763801709,-0.30712778959540554,-0.023991489572536003,0.6195210762845551,-0.9923385290383023,0.9999989134043797
1.459,70.0,0.12711126892204735,-0.31879135983920737,0.1963879693551904,0.6294810647048847,-0.9999746681833471,0.9965900945661033
