model_family,feature_set,feature_count,model_name,model_display_name,fold,best_epoch,epochs_trained,best_val_loss,exact_accuracy,balanced_accuracy,log_loss,top_2_accuracy,class_step_mae,expected_xrv_mae
nn,Set A,17,nn_hard_ce_distance,PyTorch_HardCE_plus_ExpectedDistance,1,46,58,1.5413391590118408,0.5018779342723004,0.14627601497822312,1.498835677275803,0.671830985915493,1.2183098591549295,0.1422866409281132
nn,Set A,17,nn_hard_ce_distance,PyTorch_HardCE_plus_ExpectedDistance,2,23,35,1.5548869371414185,0.49554896142433236,0.14470679752281754,1.5123596343411838,0.6651829871414441,1.2274975272007913,0.14210413407321157
nn,Set A,17,nn_hard_ce_distance,PyTorch_HardCE_plus_ExpectedDistance,3,41,53,1.5328925848007202,0.4982767109798129,0.14618963345538147,1.4889389959772992,0.6745445593303792,1.2397833579517479,0.14501027758753038
nn,Set A,17,nn_hard_ce_distance,PyTorch_HardCE_plus_ExpectedDistance,4,52,64,1.5160236358642578,0.4983575786015955,0.14375536160451155,1.4734101569199545,0.6719849835757861,1.2430783669638668,0.1436219335391807
nn,Set A,17,nn_hard_ce_distance,PyTorch_HardCE_plus_ExpectedDistance,5,24,36,1.522987961769104,0.5053914674167839,0.14722351216494106,1.481101676274629,0.679324894514768,1.1687763713080168,0.13641776672896372
nn,Set B,30,nn_hard_ce_distance,PyTorch_HardCE_plus_ExpectedDistance,1,30,42,1.5406813621520996,0.5065727699530517,0.14730265951590835,1.4982748999561768,0.6661971830985915,1.2046948356807512,0.1414923776048756
nn,Set B,30,nn_hard_ce_distance,PyTorch_HardCE_plus_ExpectedDistance,2,31,43,1.550690770149231,0.5,0.1458355065989609,1.5075433212384406,0.6651829871414441,1.2126607319485658,0.1445843839756301
nn,Set B,30,nn_hard_ce_distance,PyTorch_HardCE_plus_ExpectedDistance,3,45,57,1.5293476581573486,0.49679960610536683,0.14325543441685173,1.486086762909249,0.6671590349581487,1.2304283604135893,0.14486108239129059
nn,Set B,30,nn_hard_ce_distance,PyTorch_HardCE_plus_ExpectedDistance,4,31,43,1.5176804065704346,0.4974190520882215,0.14339391137647078,1.475171721039714,0.670577193805725,1.2299389957766307,0.14316165709178325
nn,Set B,30,nn_hard_ce_distance,PyTorch_HardCE_plus_ExpectedDistance,5,40,52,1.5259525775909424,0.5039849976558838,0.14737304514959887,1.4833213666314664,0.6736990154711674,1.1865916549460853,0.1391497029305495
nn,Set C,31,nn_hard_ce_distance,PyTorch_HardCE_plus_ExpectedDistance,1,32,44,1.5308135747909546,0.5103286384976525,0.149290495200074,1.4881089087323918,0.6708920187793427,1.2061032863849765,0.14100511715770583
nn,Set C,31,nn_hard_ce_distance,PyTorch_HardCE_plus_ExpectedDistance,2,32,44,1.5452377796173096,0.49752720079129575,0.14578451124133227,1.5021261164596011,0.6617210682492581,1.2195845697329377,0.14423838352240675
nn,Set C,31,nn_hard_ce_distance,PyTorch_HardCE_plus_ExpectedDistance,3,31,43,1.5301010608673096,0.4982767109798129,0.1471730555510083,1.4863301860488392,0.672575086164451,1.241752831117676,0.14397934915811672
nn,Set C,31,nn_hard_ce_distance,PyTorch_HardCE_plus_ExpectedDistance,4,29,41,1.5218315124511719,0.5025809479117785,0.14779121087623784,1.4783901196277978,0.674331299859221,1.2299389957766307,0.14408943099899127
nn,Set C,31,nn_hard_ce_distance,PyTorch_HardCE_plus_ExpectedDistance,5,32,44,1.5232445001602173,0.5100796999531176,0.1489368771679782,1.4809262883055514,0.6736990154711674,1.173933427097984,0.13922923149210945
nn,Set D,12,nn_hard_ce_distance,PyTorch_HardCE_plus_ExpectedDistance,1,35,47,1.7060400247573853,0.4309859154929577,0.1282956061687405,1.661172389564978,0.6070422535211267,1.3657276995305165,0.14850549178333283
nn,Set D,12,nn_hard_ce_distance,PyTorch_HardCE_plus_ExpectedDistance,2,29,41,1.7229351997375488,0.4198813056379822,0.12540607246489602,1.677379841686683,0.6018793273986153,1.3550939663699308,0.1507499295557314
nn,Set D,12,nn_hard_ce_distance,PyTorch_HardCE_plus_ExpectedDistance,3,59,71,1.6777775287628174,0.42885278188084686,0.12434676454164643,1.6320245806656382,0.603643525356967,1.3653372722796653,0.15140753268130555
