,0,1,2,3,4,5,6,7,8,9,10,11,12
0,0,5,1,24,20,43,0,0,0,0,0,0,0
1,3,12,0,103,87,74,0,0,0,0,0,0,0
2,0,4,0,22,26,44,0,0,0,0,0,0,0
3,1,20,0,255,72,78,0,0,0,0,0,0,0
4,1,23,2,118,109,97,0,0,1,0,0,0,0
5,7,4,1,54,37,804,0,0,1,0,0,0,0
6,1,0,0,6,6,58,0,0,0,0,0,0,0
7,0,0,0,0,0,11,0,0,0,0,0,0,0
8,2,8,0,45,23,24,0,0,0,0,0,0,0
9,0,2,0,5,3,3,0,0,0,0,0,0,0
10,0,3,0,14,2,3,0,0,0,0,0,0,0
11,0,0,0,1,0,1,0,0,0,0,0,0,0
12,0,0,0,6,9,1,0,0,0,0,0,0,0
