,0,1,2,3,4,5,6,7,8,9,10,11,12
0,1,3,1,27,18,43,0,0,0,0,0,0,0
1,1,17,0,116,79,66,0,0,0,0,0,0,0
2,0,2,0,26,29,39,0,0,0,0,0,0,0
3,1,13,0,269,76,66,0,0,1,0,0,0,0
4,0,9,0,141,112,89,0,0,0,0,0,0,0
5,1,8,3,69,35,790,2,0,0,0,0,0,0
6,0,1,0,7,5,58,0,0,0,0,0,0,0
7,0,0,0,0,0,10,0,1,0,0,0,0,0
8,0,4,0,54,21,22,0,0,1,0,0,0,0
9,0,1,0,6,3,3,0,0,0,0,0,0,0
10,0,4,0,11,3,4,0,0,0,0,0,0,0
11,0,0,0,1,0,1,0,0,0,0,0,0,0
12,0,1,0,3,10,2,0,0,0,0,0,0,0
