,0,1,2,3,4,5,6,7,8,9,10,11,12
0,0,0,0,32,20,41,0,0,0,0,0,0,0
1,0,1,0,128,75,75,0,0,0,0,0,0,0
2,0,0,0,30,24,42,0,0,0,0,0,0,0
3,0,6,0,305,56,59,0,0,0,0,0,0,0
4,0,3,0,159,94,95,0,0,0,0,0,0,0
5,1,4,0,71,47,785,0,0,0,0,0,0,0
6,1,0,0,7,5,58,0,0,0,0,0,0,0
7,0,0,0,0,0,11,0,0,0,0,0,0,0
8,0,1,0,60,16,25,0,0,0,0,0,0,0
9,0,1,0,7,3,2,0,0,0,0,0,0,0
10,0,0,0,15,4,3,0,0,0,0,0,0,0
11,0,0,0,1,1,0,0,0,0,0,0,0,0
12,0,0,0,7,8,1,0,0,0,0,0,0,0
