,0,1,2,3,4,5,6,7,8,9,10,11,12
0,1,3,0,27,19,43,0,0,0,0,0,0,0
1,1,11,0,117,82,68,0,0,0,0,0,0,0
2,1,2,0,24,31,38,0,0,0,0,0,0,0
3,3,9,1,274,75,64,0,0,0,0,0,0,0
4,1,9,0,146,107,88,0,0,0,0,0,0,0
5,1,2,0,68,46,790,1,0,0,0,0,0,0
6,0,0,0,7,6,58,0,0,0,0,0,0,0
7,0,0,0,0,0,11,0,0,0,0,0,0,0
8,0,3,1,55,21,21,0,0,1,0,0,0,0
9,0,1,0,6,3,3,0,0,0,0,0,0,0
10,0,3,0,12,4,3,0,0,0,0,0,0,0
11,0,1,0,1,0,0,0,0,0,0,0,0,0
12,0,1,0,3,10,2,0,0,0,0,0,0,0
