,0,1,2,3,4,5,6,7,8,9,10,11,12
0,0,2,1,28,19,43,0,0,0,0,0,0,0
1,2,15,1,115,77,69,0,0,0,0,0,0,0
2,0,4,0,24,29,39,0,0,0,0,0,0,0
3,2,20,0,275,61,68,0,0,0,0,0,0,0
4,1,17,1,142,100,90,0,0,0,0,0,0,0
5,0,5,0,62,47,793,1,0,0,0,0,0,0
6,1,0,0,8,5,57,0,0,0,0,0,0,0
7,0,0,0,0,0,11,0,0,0,0,0,0,0
8,0,5,0,51,23,22,0,0,1,0,0,0,0
9,0,1,0,6,2,4,0,0,0,0,0,0,0
10,0,2,0,11,4,5,0,0,0,0,0,0,0
11,0,0,0,1,0,1,0,0,0,0,0,0,0
12,0,3,0,3,9,1,0,0,0,0,0,0,0
