,0,1,2,3,4,5,6,7,8,9,10,11,12
0,0,4,0,27,12,50,0,0,0,0,0,0,0
1,3,11,0,107,77,81,0,0,0,0,0,0,0
2,0,3,0,22,24,47,0,0,0,0,0,0,0
3,0,17,1,251,75,82,0,0,0,0,0,0,0
4,1,18,0,132,96,104,0,0,0,0,0,0,0
5,7,11,2,57,30,800,0,0,1,0,0,0,0
6,1,0,0,6,4,60,0,0,0,0,0,0,0
7,0,0,0,0,0,11,0,0,0,0,0,0,0
8,1,4,1,45,23,28,0,0,0,0,0,0,0
9,0,1,0,4,2,6,0,0,0,0,0,0,0
10,0,1,0,14,4,3,0,0,0,0,0,0,0
11,0,0,0,1,0,1,0,0,0,0,0,0,0
12,0,0,0,6,7,3,0,0,0,0,0,0,0
